[9614, 10001]
[6684, 10024]
[9010, 9808]
[6103, 9781]
[7897, 10036]
[8037, 9850]
[7311, 9932]
[8358, 9973]
[6919, 10072]
[6211, 10005]
[8554, 9854]
[8640, 9919]
[6351, 9854]
[8593, 9808]
[6245, 9973]
[7444, 9808]
[6242, 9854]
[7883, 9808]
[7065, 9785]
[8564, 9991]
[8526, 9992]
[6141, 9798]
[6918, 9785]
[7619, 9808]
[6620, 9808]
[8122, 9973]
[8251, 9908]
[7582, 9781]
[6639, 10025]
[6901, 9950]
[8445, 10029]
[6224, 9850]
[6637, 10041]
[6991, 9959]
[8334, 9808]
[8926, 9890]
[6773, 9950]
[6461, 9808]
[9411, 9991]
[7921, 9876]
[9722, 10072]
[6259, 9808]
[9352, 9808]
[6983, 10019]
[8718, 9781]
[7723, 9808]
[9290, 10054]
[6106, 9973]
[8121, 9981]
[9713, 9973]
[9003, 9973]
[6424, 10044]
[6727, 9851]
[8169, 9973]
[9503, 9973]
[6631, 9931]
[9202, 9785]
[6584, 9973]
[8352, 9789]
[8535, 9789]
[6553, 9789]
[9506, 9789]
[7136, 9859]
[6910, 9880]
[8344, 9808]
[6185, 9959]
[9650, 9928]
[6764, 9928]
[8388, 10029]
[6064, 9781]
[9495, 9808]
[6109, 9959]
[6986, 9781]
[8409, 9851]
[6203, 10024]
[9238, 9876]
[6086, 9808]
[6316, 9808]
[6555, 9794]
[7815, 9928]
[6079, 10058]
[6225, 9959]
[6336, 9973]
[8329, 9785]
[8054, 9808]
[8579, 9781]
[7971, 9808]
[9543, 9798]
[8382, 9792]
[6802, 9808]
[8237, 9884]
[8391, 9928]
[7946, 9928]
[8467, 9928]
[6591, 9928]
[8673, 9928]
[6560, 10025]
[7722, 9798]
[7570, 9808]
[6547, 10042]
[7058, 10042]
[8712, 10042]
[6119, 9890]
[9051, 10054]
[8731, 10056]
[8170, 10054]
[7069, 10004]
[9608, 9973]
[6391, 9808]
[6178, 9966]
[7114, 9808]
[8035, 9973]
[6833, 9781]
[6068, 9937]
[7076, 9798]
[8365, 9785]
[9013, 9808]
[6110, 9808]
[8690, 9798]
[9603, 9800]
[6254, 9973]
[6607, 9819]
[6769, 9973]
[7174, 9973]
[7977, 10020]
[6165, 9808]
[8777, 9931]
[6261, 9779]
[9344, 9808]
[8328, 9808]
[8110, 9982]
[8323, 10062]
[7153, 9854]
[7325, 9973]
[7440, 10020]
[9131, 9798]
[8603, 9904]
[6859, 9781]
[7491, 9808]
[7274, 9988]
[6968, 9808]
[8956, 9973]
[8412, 9808]
[6761, 9859]
[7537, 9992]
[9084, 9854]
[9729, 9991]
[8825, 9950]
[9518, 9932]
[7243, 9849]
[7021, 9854]
[7617, 9973]
[8532, 9851]
[6927, 9854]
[8495, 9838]
[9034, 9781]
[7608, 9808]
[6925, 9973]
[9520, 9808]
[8456, 9854]
[7290, 9781]
[6989, 9785]
[8544, 9808]
[6902, 10062]
[9376, 9781]
[8599, 9992]
[6484, 9781]
[7213, 9973]
[8937, 9950]
[7475, 9808]
[8430, 9959]
[6135, 9973]
[7904, 9798]
[8672, 9959]
[8707, 9808]
[9523, 9973]
[9312, 9785]
[6664, 10024]
[9306, 9959]
[9695, 9890]
[9658, 9973]
[9024, 9908]
[7960, 9808]
[7933, 9865]
[8948, 9785]
[9588, 9973]
[7461, 9781]
[6210, 9788]
[9436, 9798]
[6069, 9777]
[9657, 9973]
[6531, 10005]
[6947, 9973]
[7530, 9808]
[6677, 9973]
[7814, 9914]
[9574, 9785]
[9678, 9781]
[6416, 9973]
[8034, 10036]
[7036, 9834]
[6766, 9808]
[7817, 9781]
[8774, 9973]
[6335, 9803]
[7577, 9959]
[6070, 9808]
[7363, 9781]
[7975, 9920]
[9540, 9854]
[9407, 9992]
[9047, 9973]
[8175, 9959]
[8609, 9798]
[6307, 9865]
[8470, 9781]
[8213, 9992]
[6445, 9808]
[8108, 9781]
[8578, 9816]
[6490, 9789]
[9548, 9781]
[6495, 9781]
[9338, 9973]
[7954, 9808]
[6219, 9781]
[7567, 9808]
[9042, 9808]
[6931, 9932]
[9549, 9932]
[8275, 9932]
[8538, 9808]
[8694, 9962]
[7502, 9808]
[6589, 9928]
[9514, 9808]
[7584, 9808]
[6812, 9808]
[9036, 9955]
[6694, 10040]
[7626, 9808]
[8734, 9854]
[9601, 10024]
[7768, 9973]
[7950, 9781]
[9515, 10007]
[6268, 9976]
[7310, 9808]
[8326, 9973]
[8984, 9973]
[6370, 9973]
[7986, 9808]
[7572, 9810]
[6118, 9810]
[8233, 10037]
[6062, 9920]
[6524, 9973]
[9177, 9920]
[6608, 9971]
[6379, 9920]
[7789, 9804]
[7316, 9973]
[6827, 10036]
[6605, 9920]
[8626, 10001]
[6508, 9795]
[6913, 9973]
[7071, 9785]
[8410, 9859]
[8007, 9785]
[7293, 9973]
[9178, 9973]
[6755, 9973]
[7454, 9781]
[6784, 9800]
[7624, 9973]
[8635, 9865]
[7345, 10054]
[6748, 10036]
[8859, 9973]
[9526, 10071]
[7785, 9993]
[6599, 9973]
[6436, 9973]
[7341, 9973]
[7321, 10054]
[7005, 9992]
[7292, 10054]
[7129, 9808]
[6724, 9808]
[9671, 9899]
[7171, 10054]
[6218, 9781]
[7465, 9808]
[6313, 9950]
[8222, 9993]
[8085, 9950]
[8255, 9808]
[9451, 9973]
[8806, 9808]
[6493, 9932]
[8002, 9808]
[7256, 9854]
[7630, 9854]
[6565, 10036]
[9189, 9993]
[7551, 9808]
[7229, 9792]
[9285, 9808]
[9117, 9991]
[7237, 10020]
[8073, 10003]
[7060, 10003]
[8647, 10003]
[6081, 10003]
[8616, 10003]
[6994, 10003]
[8662, 10003]
[6723, 9856]
[9379, 9798]
[9167, 9973]
[7063, 9850]
[6849, 10037]
[6315, 9919]
[7755, 9919]
[7150, 9919]
[6171, 9920]
[6130, 9800]
[7727, 10036]
[9281, 9808]
[9449, 10036]
[6076, 10036]
[9579, 9950]
[9393, 9950]
[6810, 9805]
[8981, 9798]
[7613, 10005]
[7585, 9992]
[8263, 9991]
[9095, 9973]
[8499, 9973]
[6180, 9973]
[9199, 9973]
[6729, 9822]
[9296, 9822]
[7143, 9822]
[8045, 9822]
[6943, 9923]
[8881, 9788]
[9627, 9974]
[8925, 9783]
[6431, 10062]
[6549, 10015]
[6506, 9976]
[6419, 9976]
[7794, 9976]
[7324, 9833]
[9679, 10063]
[9336, 9808]
[6340, 10071]
[8387, 9854]
[8847, 9856]
[9430, 9808]
[6209, 9973]
[9237, 9808]
[8987, 9808]
[8056, 9973]
[8239, 10051]
[9375, 10051]
[8193, 10036]
[7198, 9785]
[8236, 9808]
[7752, 9973]
[6131, 9973]
[6720, 9808]
[7695, 10072]
[6190, 10018]
[6872, 9865]
[8816, 9822]
[6398, 9992]
[6162, 10051]
[8119, 9981]
[6679, 9959]
[9221, 9854]
[7222, 9808]
[6094, 9808]
[7086, 10024]
[7532, 9808]
[7460, 9779]
[6417, 9808]
[9340, 9785]
[9330, 9856]
[7207, 10024]
[7522, 10072]
[8793, 9785]
[9097, 10051]
[9109, 10035]
[9738, 10072]
[6865, 9808]
[7438, 9785]
[9607, 9808]
[9528, 10001]
[7646, 9973]
[6782, 9993]
[8811, 10001]
[8764, 9953]
[6291, 9808]
[9586, 9854]
[9694, 9954]
[7064, 9964]
[8100, 9973]
[7705, 10024]
[8469, 9854]
[9486, 9857]
[7602, 9857]
[8386, 9798]
[6380, 9890]
[9044, 9890]
[6878, 9890]
[6170, 10054]
[7763, 10030]
[8903, 10044]
[6122, 9854]
[7494, 9973]
[7622, 9973]
[8546, 9964]
[7375, 9964]
[6144, 9822]
[9404, 9781]
[6319, 9991]
[7666, 9991]
[6862, 10051]
[8191, 10051]
[6774, 10024]
[9226, 9973]
[7672, 9822]
[7111, 9973]
[7612, 9973]
[7178, 9981]
[8665, 9808]
[8820, 9808]
[6818, 9808]
[6544, 9950]
[6803, 9976]
[7422, 9781]
[9496, 9808]
[6686, 9834]
[8481, 9992]
[7468, 9992]
[8013, 9859]
[8810, 9798]
[6930, 9981]
[6253, 9976]
[6707, 9808]
[8107, 9973]
[8519, 10048]
[8974, 9950]
[7911, 10044]
[8260, 10072]
[9165, 9973]
[6632, 9959]
[9101, 10072]
[8638, 9973]
[8747, 9808]
[9083, 9973]
[9717, 9808]
[8012, 9781]
[8440, 9810]
[7004, 9973]
[6597, 9897]
[7148, 9973]
[6346, 9798]
[8265, 9808]
[8780, 9798]
[8518, 9808]
[8492, 10003]
[8051, 9976]
[8438, 9973]
[8299, 9914]
[6929, 9973]
[7841, 9854]
[9180, 9932]
[9181, 10052]
[8527, 9992]
[6834, 9943]
[9203, 9854]
[8834, 9854]
[8298, 9854]
[7048, 9854]
[6935, 9856]
[7175, 9854]
[8238, 9854]
[6581, 9808]
[8109, 9808]
[9584, 9973]
[9701, 9854]
[8502, 9959]
[7757, 9992]
[7380, 9777]
[8231, 9973]
[7343, 9973]
[8959, 9808]
[9712, 9798]
[7749, 9798]
[9719, 9992]
[6435, 9973]
[6163, 10036]
[6758, 9792]
[6465, 9973]
[9483, 9973]
[7767, 10020]
[7347, 9974]
[7901, 9868]
[6220, 9973]
[9715, 9808]
[6566, 9973]
[7816, 9973]
[6600, 9808]
[8732, 9779]
[7416, 9808]
[7829, 10037]
[6525, 9785]
[9147, 9854]
[9328, 9808]
[7117, 9905]
[7777, 9991]
[9125, 10054]
[9032, 10036]
[8567, 10036]
[7203, 9973]
[7480, 9781]
[8267, 9973]
[8971, 9785]
[8921, 9808]
[6065, 9808]
[8922, 9798]
[6189, 9905]
[6668, 10036]
[9723, 10024]
[7049, 9854]
[7002, 9977]
[7955, 9808]
[9243, 9777]
[7286, 9777]
[7249, 9781]
[7914, 9856]
[6339, 9973]
[8024, 9781]
[8575, 9781]
[8146, 9808]
[9699, 9808]
[7352, 9808]
[6179, 9973]
[7656, 9792]
[6358, 9854]
[6699, 9785]
[6998, 9971]
[8414, 9973]
[7020, 9781]
[8896, 10036]
[6394, 9808]
[8678, 9808]
[6905, 9808]
[9320, 9854]
[8895, 9854]
[8766, 9854]
[6187, 9915]
[6558, 9973]
[7862, 9973]
[6366, 9932]
[6444, 9973]
[8721, 9973]
[9350, 9880]
[7400, 9880]
[8472, 9822]
[7720, 9973]
[8149, 9854]
[9152, 9932]
[7096, 9932]
[7015, 9932]
[7039, 9991]
[6303, 9854]
[8725, 9959]
[8850, 10020]
[7384, 9854]
[9525, 9854]
[7597, 9854]
[9335, 9854]
[8537, 9854]
[7188, 9973]
[6443, 9781]
[7179, 9879]
[6048, 10056]
[8225, 9992]
[8261, 9973]
[6580, 9808]
[9659, 9808]
[7348, 9808]
[8417, 9959]
